Date,ID,Focal_Desc,Scan,Activity ,NN_Desc,DistNN,NumNN,Lat,Lon,EdgeType,AnthDist,RivDist,RivDistBuff,BananaDist,LodgeDist,YardDist,CabinDist,CampDist,Collector
20180710,HB1264,AF,13,R,AF,,0,10.44139998,-83.786522,b,41.44,54.58,44.58,233.61,301.63,149.71,0,0,CARRIE
20180804,HB1404,AM,14,R,AF,,0,10.44486104,-83.78661303,r,146.45,39.56,29.56,614.75,684.56,532.36,316.96,316.96,CARRIE
20180601,HB5252,AM,7,O,,,0,10.44517997,-83.78168003,i,209.32,186.56,176.56,858.33,880.26,765.99,616.28,616.28,Elizabeth Coggeshall
20180601,HB5252,AM,8,R,,,0,10.44517997,-83.78168003,i,209.32,186.56,176.56,858.33,880.26,765.99,616.28,616.28,Elizabeth Coggeshall
20180603,HB5259,AM,5,R,,,0,10.43892003,-83.78751299,b,186.36,85.14,75.14,44.54,98.71,119.53,248.25,44.54,Elizabeth Coggeshall
20180603,HB5259,AM,6,R,,,0,10.43892003,-83.78751299,b,186.36,85.14,75.14,44.54,98.71,119.53,248.25,44.54,Elizabeth Coggeshall
20180609,HB5294,AF,2,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,3,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,4,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,5,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,6,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,7,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,8,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,9,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,10,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,11,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20180609,HB5294,AF,12,R,J,,0,10.44323402,-83.785774,a,86.73,117.27,107.27,448.81,509.84,358.08,156.73,156.73,Elizabeth Coggeshall
20170630,Hb6001,AF ,2,R,AF,,0,10.44423197,-83.78424698,i,214.28,195.66,185.66,612.51,660.34,518.01,337.55,337.55,Laura
20170630,Hb6001,AF ,3,R,AF,,0,10.44423197,-83.78424698,i,214.28,195.66,185.66,612.51,660.34,518.01,337.55,337.55,Laura
20170630,Hb6001,AF ,4,R,AF,,0,10.44423197,-83.78424698,i,214.28,195.66,185.66,612.51,660.34,518.01,337.55,337.55,Laura
20170630,hb6003,J,5,F,AF,,0,10.44414103,-83.784221,i,207.5,205.41,195.41,604.9,652.04,510.37,331.76,331.76,Laura
20170630,hb6003,J,7,F,AF,,0,10.44414103,-83.784221,i,207.5,205.41,195.41,604.9,652.04,510.37,331.76,331.76,Laura
20170630,hb6004,AM,6,L,AF,,0,10.44518801,-83.78316496,r,369.68,102.43,92.43,762.84,803.32,668.38,495.19,495.19,Laura
20170630,hb6004,AM,11,R,AF,,0,10.44518801,-83.78316496,r,369.68,102.43,92.43,762.84,803.32,668.38,495.19,495.19,Laura
20170630,hb6006,AF ,8,L,U,,0,10.44444898,-83.78652703,r,176.56,16.56,6.56,569.62,638.89,486.45,271.77,271.77,Laura
20170702,hb6007,AF,8,L,AM,,0,10.44011101,-83.78645796,b,90.12,32.18,22.18,96.69,159.07,10.1,93.7,10.1,Laura
20170702,hb6007,AF,9,F,AM,,0,10.44011101,-83.78645796,b,90.12,32.18,22.18,96.69,159.07,10.1,93.7,10.1,Laura
20170702,hb6007,AF,12,R,A,,0,10.44011101,-83.78645796,b,90.12,32.18,22.18,96.69,159.07,10.1,93.7,10.1,Laura
20170702,hb6007,AF,14,L,AM,,0,10.44011101,-83.78645796,b,90.12,32.18,22.18,96.69,159.07,10.1,93.7,10.1,Laura
20170702,hb6008,AM,10,R,A,,0,10.44051996,-83.78644799,b,61.17,35.77,25.77,139.75,204.3,52.08,49.24,49.24,Laura
20170704,hb6010,AF ,1,F,AM,,0,10.43962402,-83.78608396,b,72.89,89.57,79.57,86.24,112.41,0,144.38,0,Laura
20170704,hb6010,AF ,13,R,AM,,0,10.43962402,-83.78608396,b,72.89,89.57,79.57,86.24,112.41,0,144.38,0,Laura
20170704,hb6010,AF ,14,R,AM,,0,10.43962402,-83.78608396,b,72.89,89.57,79.57,86.24,112.41,0,144.38,0,Laura
20170704,hb6010,AF ,15,R,AM,,0,10.43962402,-83.78608396,b,72.89,89.57,79.57,86.24,112.41,0,144.38,0,Laura
20170704,hb6011,AM,1,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,2,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,4,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,5,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,7,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,8,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,10,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,11,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,12,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6011,AM,13,R,AF,,0,10.43890402,-83.78537502,a,30.02,199.79,189.79,155.92,89.05,72.21,239.19,72.21,Laura
20170704,hb6012,AF ,1,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,2,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,3,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,4,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,5,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,6,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,7,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,8,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,9,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,10,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6012,AF ,11,R,AM,,0,10.43888901,-83.78532297,a,35.72,205.21,195.21,161.83,93.31,77.86,242.8,77.86,Laura
20170704,hb6015,AF ,2,R,AF,,0,10.43898096,-83.785228,a,41.7,207.16,197.16,170.58,107.25,82.21,237.58,82.21,Laura
20170704,hb6015,AF ,4,R,AF,,0,10.43898096,-83.785228,a,41.7,207.16,197.16,170.58,107.25,82.21,237.58,82.21,Laura
20170704,hb6015,AF ,6,R,AF,,0,10.43898096,-83.785228,a,41.7,207.16,197.16,170.58,107.25,82.21,237.58,82.21,Laura
20170704,hb6015,AF ,7,R,AF,,0,10.43898096,-83.785228,a,41.7,207.16,197.16,170.58,107.25,82.21,237.58,82.21,Laura
20170704,hb6015,AF ,12,L,AF,,0,10.43898096,-83.785228,a,41.7,207.16,197.16,170.58,107.25,82.21,237.58,82.21,Laura
20170704,hb6016,AF ,15,R,AF,,0,10.438958,-83.7853,a,35.55,202.37,192.37,163.08,99.14,76.17,236.7,76.17,Laura
20170706,hb6018,AM,1,L,AF,,0,10.439835,-83.78670699,b,130.35,24.99,14.99,59.41,130.33,4.6,124.81,4.6,Laura
20170706,hb6018,AM,7,L,AF,,0,10.439835,-83.78670699,b,130.35,24.99,14.99,59.41,130.33,4.6,124.81,4.6,Laura
20170706,hb6019,AF ,7,F,AM,,0,10.43979904,-83.786867,b,146.66,16.81,6.81,54.93,130.54,17.29,132.21,17.29,Laura
20170706,hb6019,AF ,8,F,AM,,0,10.43979904,-83.786867,b,146.66,16.81,6.81,54.93,130.54,17.29,132.21,17.29,Laura
20170706,hb6020,AF ,7,R,AM,,0,10.43974003,-83.78680799,b,145.52,25.88,15.88,47.96,122.45,8.95,137.05,8.95,Laura
20170706,hb6020,AF ,8,R,AM,,0,10.43974003,-83.78680799,b,145.52,25.88,15.88,47.96,122.45,8.95,137.05,8.95,Laura
20170706,hb6021,AM,4,R,AF,,0,10.43971798,-83.786882,b,153.43,23.12,13.12,46.33,122.55,16.93,141.29,16.93,Laura
20170706,hb6021,AM,5,F,AF,,0,10.43971798,-83.786882,b,153.43,23.12,13.12,46.33,122.55,16.93,141.29,16.93,Laura
20170708,hb6025,AM,11,R,AF,,0,10.44346897,-83.78434799,i,141.98,251.9,241.9,533.16,578.08,438.63,269.53,269.53,Laura
20170708,hb6025,AM,12,R,AF,,0,10.44346897,-83.78434799,i,141.98,251.9,241.9,533.16,578.08,438.63,269.53,269.53,Laura
20170708,hb6025,AM,13,R,AF,,0,10.44346897,-83.78434799,i,141.98,251.9,241.9,533.16,578.08,438.63,269.53,269.53,Laura
20170708,hb6028,AF ,1,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,2,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,3,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,4,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,5,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,6,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,7,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,8,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,9,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,10,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,11,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,12,R,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6028,AF ,13,L,A,,0,10.44339797,-83.78443499,i,129.67,244.57,234.57,521.59,567.12,427.04,257.18,257.18,Laura
20170708,hb6029,AM,15,L,U,,0,10.44348297,-83.78437003,i,141.31,249.2,239.2,533.29,578.55,438.74,268.71,268.71,Laura
20170708,hb6030,AF,7,F,AF,,0,10.444093,-83.78453599,i,185.15,214.31,204.31,584.76,634.94,490.47,305.83,305.83,Laura
20170708,hb6030,AF,8,F,AF,,0,10.444093,-83.78453599,i,185.15,214.31,204.31,584.76,634.94,490.47,305.83,305.83,Laura
20170709,hb6031,A,1,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,2,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,3,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,4,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,5,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,6,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,7,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,8,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,9,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,10,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,11,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,12,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,13,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,14,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,15,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6031,A,16,R,AM,,0,10.44053899,-83.78644799,b,59.81,35.3,25.3,141.78,206.41,54.17,47.19,47.19,Laura
20170709,hb6032,AM,1,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,2,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,3,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,4,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,5,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,6,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,7,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,8,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,9,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,10,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,11,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,12,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,13,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,14,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,15,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170709,hb6032,AM,16,R,A,,0,10.44053597,-83.78647598,b,62.37,32.39,22.39,140.64,206.07,54.32,46.88,46.88,Laura
20170726,hb6038,AF,15,R,AF,,0,10.43830798,-83.78765004,b,176.13,88.18,78.18,94.46,108.9,160.59,316.29,94.46,Laura
20170726,hb6038,AF,16,R,AF,,0,10.43830798,-83.78765004,b,176.13,88.18,78.18,94.46,108.9,160.59,316.29,94.46,Laura
20170726,hb6039,AF,8,R,J,,0,10.43827898,-83.78772698,r,167.9,80.29,70.29,103.15,117.26,169.52,322.53,103.15,Laura
20170728,hb6041,AM,12,R,A,,0,10.44341901,-83.78636098,r,146.29,52.52,42.52,457.46,525.05,372.28,160.98,160.98,Laura
20170728,hb6041,AM,13,R,J,,0,10.44341901,-83.78636098,r,146.29,52.52,42.52,457.46,525.05,372.28,160.98,160.98,Laura
20170728,hb6043,J,8,L,AF,,0,10.44529497,-83.78271,i,322.33,110.45,100.45,799.77,835.08,705.62,538.33,538.33,Laura
20170728,hb6043,J,10,F,AF,,0,10.44529497,-83.78271,i,322.33,110.45,100.45,799.77,835.08,705.62,538.33,538.33,Laura
20170728,hb6043,J,12,L,U,,0,10.44529497,-83.78271,i,322.33,110.45,100.45,799.77,835.08,705.62,538.33,538.33,Laura
20170728,hb6044,AF,6,R,AF,,0,10.44538398,-83.78271402,r,324.72,101.16,91.16,807.7,843.72,713.48,544.96,544.96,Laura
20170728,hb6044,AF,7,L,AF,,0,10.44538398,-83.78271402,r,324.72,101.16,91.16,807.7,843.72,713.48,544.96,544.96,Laura
20170728,hb6044,AF,8,F,A,,0,10.44538398,-83.78271402,r,324.72,101.16,91.16,807.7,843.72,713.48,544.96,544.96,Laura
20170729,hb6045,A,5,F,A,,0,10.445487,-83.782581,r,313.26,96.52,86.52,825.27,860.39,731.12,563.31,563.31,Laura
20170729,hb6045,A,6,F,A,,0,10.445487,-83.782581,r,313.26,96.52,86.52,825.27,860.39,731.12,563.31,563.31,Laura
20170729,hb6045,A,8,L,U,,0,10.445487,-83.782581,r,313.26,96.52,86.52,825.27,860.39,731.12,563.31,563.31,Laura
20170729,hb6045,A,9,F,U,,0,10.445487,-83.782581,r,313.26,96.52,86.52,825.27,860.39,731.12,563.31,563.31,Laura
20170729,hb6045,A,10,R,U,,0,10.445487,-83.782581,r,313.26,96.52,86.52,825.27,860.39,731.12,563.31,563.31,Laura
20170729,hb6045,A,12,R,U,,0,10.445487,-83.782581,r,313.26,96.52,86.52,825.27,860.39,731.12,563.31,563.31,Laura
20170730,hb6053,AM,3,R,J,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,4,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,5,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,6,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,7,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,8,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,9,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,10,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,11,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,12,L,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,13,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,14,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,15,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6053,AM,16,R,A,,0,10.44342999,-83.78634397,r,145.74,53.29,43.29,458.87,526.3,373.51,162.56,162.56,Laura
20170730,hb6054,AF,6,R,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,7,R,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,8,R,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,9,L,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,10,R,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,11,R,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,12,R,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,13,F,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,14,F,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6054,AF,15,L,A,,0,10.44320804,-83.78637599,r,131.75,67.38,57.38,434.09,501.69,348.93,137.86,137.86,Laura
20170730,hb6055,AF,3,F,AF,,0,10.44323302,-83.785011,a,76.84,191.32,181.32,476.6,528.29,382.45,199.23,199.23,Laura
20170730,hb6055,AF,6,F,AF,,0,10.44323302,-83.785011,a,76.84,191.32,181.32,476.6,528.29,382.45,199.23,199.23,Laura
20170730,hb6055,AF,7,L,J,,0,10.44323302,-83.785011,a,76.84,191.32,181.32,476.6,528.29,382.45,199.23,199.23,Laura
20170730,hb6055,AF,8,F,J,,0,10.44323302,-83.785011,a,76.84,191.32,181.32,476.6,528.29,382.45,199.23,199.23,Laura
20170730,hb6056,AF,2,R,J,,0,10.44325104,-83.78498903,a,79.67,192.79,182.79,479.41,530.91,385.23,202.32,202.32,Laura
20170730,hb6056,AF,5,L,J,,0,10.44325104,-83.78498903,a,79.67,192.79,182.79,479.41,530.91,385.23,202.32,202.32,Laura
20170730,hb6056,AF,8,R,A,,0,10.44325104,-83.78498903,a,79.67,192.79,182.79,479.41,530.91,385.23,202.32,202.32,Laura
20170730,hb6056,AF,9,R,A,,0,10.44325104,-83.78498903,a,79.67,192.79,182.79,479.41,530.91,385.23,202.32,202.32,Laura
20170730,hb6056,AF,10,R,A,,0,10.44325104,-83.78498903,a,79.67,192.79,182.79,479.41,530.91,385.23,202.32,202.32,Laura
20170730,hb6056,AF,11,R,A,,0,10.44325104,-83.78498903,a,79.67,192.79,182.79,479.41,530.91,385.23,202.32,202.32,Laura
20170730,hb6057,AF,3,F,J,,0,10.44318298,-83.78609997,r,107.58,91.15,81.15,435.65,500.3,347.55,143.71,143.71,Laura
20170730,hb6057,AF,9,F,AF,,0,10.44318298,-83.78609997,r,107.58,91.15,81.15,435.65,500.3,347.55,143.71,143.71,Laura
20170730,hb6057,AF,12,F,AF,,0,10.44318298,-83.78609997,r,107.58,91.15,81.15,435.65,500.3,347.55,143.71,143.71,Laura
20170730,hb6057,AF,13,F,AF,,0,10.44318298,-83.78609997,r,107.58,91.15,81.15,435.65,500.3,347.55,143.71,143.71,Laura
20170730,hb6057,AF,14,R,A,,0,10.44318298,-83.78609997,r,107.58,91.15,81.15,435.65,500.3,347.55,143.71,143.71,Laura
20170730,hb6057,AF,15,F,J,,0,10.44318298,-83.78609997,r,107.58,91.15,81.15,435.65,500.3,347.55,143.71,143.71,Laura
20170730,hb6058,J,4,F,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,5,L,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,6,L,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,10,F,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,11,L,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,13,R,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,14,R,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,15,R,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170730,hb6058,J,16,R,AF,,0,10.44324098,-83.78608002,r,110.3,88.95,78.95,442.35,506.86,354.14,150.36,150.36,Laura
20170731,hb6061,AF,1,R,AF,,0,10.443201,-83.78605597,r,105.38,93.69,83.69,438.48,502.67,349.99,146.34,146.34,Laura
20170731,hb6061,AF,2,R,AF,,0,10.443201,-83.78605597,r,105.38,93.69,83.69,438.48,502.67,349.99,146.34,146.34,Laura
20170731,hb6061,AF,3,R,AF,,0,10.443201,-83.78605597,r,105.38,93.69,83.69,438.48,502.67,349.99,146.34,146.34,Laura
20170731,hb6061,AF,4,R,AF,,0,10.443201,-83.78605597,r,105.38,93.69,83.69,438.48,502.67,349.99,146.34,146.34,Laura
