"","ID","RestPct","MovingPct","FeedingPct","AvgNumNN","AvgDistNN","RivDist","AnthDist","nObs"
"559","HB3130",100,0,0,0.1875,6.5625,112.2,210.96,16
"560","HB3131",100,0,0,0,NA,89.27,242.58,16
"561","HB3132",75,12.5,0,0.142857142857143,9.21428571428571,118.74,155.57,16
"562","HB3133",68.75,0,31.25,0.625,4.59375,149.14,127.29,16
"563","HB3134",68.75,12.5,18.75,1.5,4,90.26,244.96,16
"564","HB3135",100,0,0,3.6875,3.3125,76.32,234.45,16
"565","HB3136",100,0,0,3.9375,1.125,78.2,236.05,16
"566","HB3137",81.25,12.5,6.25,2.75,1.46875,77.78,225.86,16
"567","HB3138",87.5,6.25,6.25,1.6875,2.25,82,229.79,16
"568","HB3139",100,0,0,1.75,1.3125,74.56,220.74,16
"569","HB3140",12.5,6.25,81.25,1.1875,2.875,69.81,218.75,16
"570","HB3141",25,37.5,0,1,2.22222222222222,314.84,203.83,16
"571","HB3142",81.25,6.25,0,3.4,2.46666666666667,28.06,171.59,16
"572","HB3143",93.75,0,0,2.73333333333333,0.166666666666667,22.21,177.51,16
"573","HB3144",81.25,6.25,0,2.4,0.633333333333333,29.16,170.8,16
"574","HB3145",56.25,12.5,0,1.18181818181818,3.95454545454545,13.86,184.99,16
"575","HB3146",31.25,12.5,37.5,1.07692307692308,4.69230769230769,102.69,247.71,16
"576","HB3147",100,0,0,2.0625,0,67.39,214.18,16
"577","HB3148",100,0,0,2,0.875,72.72,218.04,16
"578","HB3149",81.25,18.75,0,0.6875,3.71875,74.32,203.52,16
"579","HB3150",56.25,12.5,0,1.72727272727273,2.81818181818182,68.28,191.76,16
"580","HB3151",12.5,12.5,50,1.83333333333333,2.20833333333333,132.42,140.57,16
"581","HB3152",25,25,50,2.8125,0,68.16,130.78,16
"582","HB3153",100,0,0,0.1875,11.375,56.11,142.65,16
"583","HB3154",18.75,0,81.25,0.375,6.46666666666667,79.53,119.4,16
"584","HB3155",93.75,6.25,0,0,9.5,64.59,134.36,16
"585","HB3156",100,0,0,3.6875,4.1875,57.39,142.66,16
"586","HB3157",93.75,0,0,0,13,62.8,135.89,16
"587","HB3158",75,0,25,0.0625,7.25,83.38,115.68,16
"588","HB3159",75,0,0,2.13333333333333,2.13333333333333,92.35,105.48,16
"589","HB3160",68.75,18.75,12.5,1.25,3.5625,96.72,102.46,16
"590","HB3161",25,56.25,0,1.46153846153846,2.92307692307692,215.33,111.15,16
"591","HB3162",56.25,18.75,12.5,0.142857142857143,9.71428571428571,235.4,92.68,16
"592","HB3163",43.75,31.25,6.25,1.46153846153846,1.38461538461538,247.61,95.98,16
"593","HB3164",75,12.5,12.5,1.5,4.75,237.64,260.33,16
"594","HB3201",62.5,18.75,12.5,NA,NA,29.72,67.63,16
"595","HB3202",37.5,31.25,12.5,0,NA,226.86,7.75,16
"596","HB3203",75,12.5,12.5,1.5,0.25,37.44,247.17,16
"597","HB3204",18.75,37.5,12.5,3.64285714285714,1.53571428571429,131.01,276.83,16
"598","HB3205",37.5,25,0,4.1,1.9375,149.28,258.96,16
"599","HB3206",93.75,0,0,3,0.03125,67.02,28.65,16
"600","HB3207",100,0,0,3.875,5,63.21,33.06,16
"601","HB3208",100,0,0,3.4375,0.5,67.38,28.66,16
"602","HB3209",0,18.75,56.25,2.5,2.9,60.44,29.86,16
"603","HB3210",75,12.5,12.5,1,1.22727272727273,62.6,19.9,16
"604","HB3211",62.5,12.5,25,2.3125,0.59375,47.54,132.36,16
"605","HB3212",31.25,18.75,43.75,0.666666666666667,1.2,38.77,123.67,16
"606","HB3213",100,0,0,0,NA,136.84,35.14,16
"607","HB3214",100,0,0,0,NA,113.74,85.96,16
"608","HB3215",87.5,6.25,0,0,NA,106.07,95.72,16
"609","HB3216",43.75,6.25,43.75,1.4375,2.26923076923077,95.5,103.75,16
"610","HB3217",75,0,25,1.14285714285714,1.60714285714286,105.67,95.08,16
"611","HB3218",31.25,6.25,37.5,0.230769230769231,10.5,128.52,77.7,16
"612","HB3219",87.5,0,0,1.1875,4.75,139.63,70.28,16
"613","HB3220",25,18.75,37.5,1.875,2.77777777777778,129.05,152.52,16
"614","HB3221",87.5,6.25,0,0.8,3,132.45,149.67,16
"615","HB3222",100,0,0,1.875,3,132.33,150.32,16
"616","HB3223",81.25,12.5,0,1.5625,1.33333333333333,129.46,151.32,16
"617","HB3224",56.25,12.5,12.5,0.230769230769231,10.3076923076923,25.74,97.73,16
"618","HB3225",100,0,0,1.8125,0.8125,41.64,71.43,16
"619","HB3226",93.75,0,0,2,1,41.39,70.2,16
"620","HB3227",100,0,0,3,0,102.83,83.83,16
"621","HB3228",93.75,0,0,3,0.03125,107.74,86.14,16
"622","HB3229",100,0,0,1,0.875,107.4,80.57,16
"623","HB3230",37.5,6.25,56.25,3.5625,1.9375,189.47,51.71,16
"624","HB3231",62.5,18.75,18.75,0.5,8.86666666666667,192.17,51.33,16
"625","HB3232",0,6.25,68.75,0.923076923076923,4.15384615384615,198.03,90.33,16
"626","HB3233",93.75,6.25,0,1.125,4.8125,188.61,94.99,16
"627","HB3234",93.75,6.25,0,4.125,1.0625,188.67,96.87,16
"628","HB3235",43.75,0,37.5,0.214285714285714,7.8,197.82,90.35,16
"629","HB3236",25,0,50,0.0833333333333333,11.7272727272727,182.44,0.8,16
"630","HB3237",31.25,6.25,56.25,0.0769230769230769,0.375,159.25,1.47,16
"631","HB3238",0,0,100,0.5625,5.8125,155.3,8.12,16
"632","HB3239",93.75,0,0,0.0625,12.4375,180.69,51.43,16
"633","HB3240",12.5,12.5,56.25,1.33333333333333,3.76666666666667,182.33,48.64,16
"634","HB3241",12.5,12.5,43.75,0.818181818181818,5,194.13,60.21,16
"635","HB3242",100,0,0,7.5625,0.15625,116.73,50.24,16
"636","HB3243",81.25,6.25,0,0,13,123.59,41.19,16
"637","HB3244",31.25,25,37.5,1.3125,2.65625,113.38,52.26,16
"638","HB3245",62.5,0,0,0,NA,194.56,1.62,16
"639","HB3246",56.25,0,31.25,1.3125,2.4375,55.22,41.35,16
"640","HB3247",56.25,12.5,0,1.07692307692308,3.92307692307692,46.79,53.7,16
"641","HB3251",43.75,12.5,18.75,2.625,4.75,53.75,299.65,16
"642","HB3252",6.25,25,62.5,NA,NA,44.88,301.62,16
"643","HB3253",62.5,6.25,6.25,3,3.6,102.21,75.11,16
"644","HB3254",93.75,0,0,4.78571428571429,3.57142857142857,102.21,75.11,16
"645","HB3255",25,25,18.75,1.28571428571429,1.85714285714286,102.21,75.11,16
"646","HB3256",56.25,18.75,18.75,3.33333333333333,1.3,29.34,152.21,16
"647","HB3257",56.25,25,12.5,NA,NA,164.5,76.2,16
"648","HB3258",6.25,31.25,56.25,0.533333333333333,4.86666666666667,16.99,83.68,16
"649","HB3259",50,25,0,1.25,2.27777777777778,459.57,152.92,16
"650","HB3260",43.75,31.25,25,0.375,7.5625,51.44,147.61,16
"651","HB3261",100,0,0,1.5,3.5625,212.11,51.29,16
"652","HB3262",43.75,18.75,18.75,0.666666666666667,5.25,212.11,51.29,16
"653","HB3263",0,18.75,75,2.33333333333333,3.13333333333333,88.2,110.96,16
"654","HB3264",100,0,0,5,0.125,88.2,110.96,16
"655","HB3265",18.75,12.5,62.5,2.26666666666667,4.53333333333333,50.6,104.94,16
"656","HB3266",75,0,25,1.375,3.8125,83.96,114.97,16
"657","HB3267",12.5,0,56.25,0,13,88.2,110.96,16
"658","HB3268",68.75,6.25,0,1.83333333333333,2.83333333333333,15.42,167.69,16
"659","HB3270",31.25,6.25,50,NA,NA,64.39,80.5,16
"660","HB3271",18.75,12.5,37.5,1,1.75,22.66,172.34,16
"661","HB3272",50,0,6.25,NA,NA,219.59,62.01,16
"662","HB3273",37.5,0,6.25,2.55555555555556,2,221.97,62.68,16
"663","HB3274",50,0,12.5,3.75,1.6,186.34,103.99,16
"664","HB3275",12.5,0,31.25,1.375,1.875,196.48,93.31,16
"665","HB3276",25,0,25,1.54545454545455,1.18181818181818,59.17,140.92,16
"666","HB3277",31.25,0,18.75,NA,0.636363636363636,26.29,148.62,16
"667","HB3278",25,0,6.25,2.90909090909091,2,43.92,168.44,16
"668","HB3279",12.5,0,50,2.09090909090909,2,43.92,168.44,16
"669","HB3280",25,0,31.25,0.818181818181818,3.45454545454545,57.22,191.49,16
"670","HB3281",43.75,0,18.75,3.36363636363636,1,66.92,210.26,16
"671","HB3282",43.75,0,18.75,2.18181818181818,1.09090909090909,163.11,76.59,16
"672","HB3283",0,0,56.25,1.81818181818182,2.45454545454545,58.7,68.43,16
"673","HB3284",12.5,0,12.5,1.5,2.2,119.66,165.61,16
"674","HB3285",6.25,0,43.75,3.63636363636364,1.81818181818182,73.61,170.26,16
"675","HB3286",87.5,6.25,6.25,NA,NA,8.52,118.3,16
"676","HB3287",93.75,0,6.25,NA,NA,151.65,0,16
"677","HB3288",68.75,12.5,18.75,NA,NA,111.02,165.59,16
"678","HB3289",25,12.5,43.75,NA,NA,179.49,121.56,16
"679","HB3290",100,0,0,NA,NA,179.28,118.92,16
"680","HB3291",56.25,25,12.5,1.86666666666667,2.93333333333333,123.26,121.03,16
"681","HB3292",37.5,18.75,43.75,2,1.1875,165.74,63.91,16
"682","HB3293",100,0,0,NA,NA,29.72,64.6,16
"683","HB3294",50,25,25,NA,NA,37.67,57.66,16
"684","HB3295",25,31.25,12.5,NA,NA,38.35,45.09,16
"685","HB3296",12.5,12.5,0,NA,NA,117.88,3.09,16
"686","HB3297",25,37.5,0,NA,NA,37.67,57.66,16
"687","HB3301",50,18.75,31.25,0.6875,6.5,95.96,188.24,16
"688","HB3302",56.25,37.5,0,0.733333333333333,8.7,90.79,191.91,16
"689","HB3303",81.25,6.25,12.5,1.6875,3.6875,73.63,92.63,16
"690","HB3304",100,0,0,0,13,88.2,110.96,16
"691","HB3305",18.75,43.75,12.5,0,12.5833333333333,102.21,75.11,16
"692","HB3306",37.5,6.25,43.75,0.142857142857143,11,39.5,228.32,16
"693","HB3307",100,0,0,1,0.4375,44.31,223.05,16
"694","HB3308",87.5,12.5,0,1.125,5.8125,64.7,99.69,16
"695","HB3309",25,25,50,0,10.75,333.05,213.44,16
"696","HB3310",100,0,0,3.4375,1.53125,333.05,213.44,16
"697","HB3311",18.75,31.25,43.75,1.06666666666667,1.33333333333333,205.59,200.47,16
"698","HB3312",93.75,0,0,1,0.46875,220.07,182.14,16
"699","HB3313",100,0,0,1,0.625,212.37,188.04,16
"700","HB3314",81.25,12.5,0,3.13333333333333,0.6,212.11,51.29,16
"701","HB3315",68.75,12.5,12.5,0.466666666666667,10.1666666666667,190.37,55.49,16
"702","HB3316",18.75,25,56.25,2.0625,3.625,133.52,77.38,16
"703","HB3317",81.25,18.75,0,2.6875,0.90625,82.46,116.56,16
"704","HB3318",100,0,0,1.3125,2.9375,46.79,155.15,16
"705","HB3319",50,6.25,43.75,1.4375,4.25,83.86,114.86,16
"706","HB3320",25,25,50,0.875,6.4375,73.63,92.63,16
"707","HB3321",37.5,6.25,56.25,0.4375,10.96875,73.63,92.63,16
"708","HB3322",25,25,43.75,3,2.13333333333333,73.63,92.63,16
"709","HB3323",93.75,0,6.25,0.6,0.666666666666667,83.96,114.97,16
"710","HB3324",81.25,6.25,12.5,1.6875,3.25,133.52,77.38,16
"711","HB3325",100,0,0,0.3125,6.9375,151.31,72.25,16
"712","HB3326",0,0,100,2.25,3.91666666666667,15.42,167.69,16
"713","HB3327",31.25,18.75,25,1.08333333333333,2.95,15.42,167.69,16
"714","HB3328",75,6.25,12.5,0.3125,8.0625,76.52,100.46,16
"715","HB3329",100,0,0,0,13,76.52,100.46,16
"716","HB3330",18.75,0,81.25,0.1875,11.5,166.27,106.24,16
"717","HB3351",37.5,25,25,0,NA,164.5,76.2,16
"718","HB3352",68.75,12.5,18.75,0,6.33333333333333,25.14,162.46,16
"719","HB3353",87.5,6.25,6.25,1.375,4.03125,119.22,78.23,16
"720","HB3354",68.75,18.75,6.25,0.0625,6.5,81.39,117.76,16
"721","HB3355",12.5,25,50,1.35714285714286,4.71428571428571,101.26,358.7,16
"722","HB3356",100,0,0,0,8,104.37,358.09,16
"723","HB3357",100,0,0,1,5,113.17,344.81,16
"724","HB3358",93.75,6.25,0,0,NA,106.74,330.81,16
"725","HB3359",43.75,12.5,12.5,0.272727272727273,8.63636363636364,53.96,112.24,16
"726","HB3360",81.25,18.75,0,0.8125,5.125,50.6,104.94,16
"727","HB3361",56.25,18.75,12.5,1.14285714285714,6.42857142857143,29.34,152.21,16
"728","HB3362",12.5,6.25,50,1.18181818181818,3.90909090909091,24.01,152.22,16
"729","HB3363",100,0,0,0.5,10.03125,25.24,147.34,16
"730","HB3364",50,12.5,12.5,2.27272727272727,2.22727272727273,21.08,148.26,16
"731","HB3365",0,12.5,87.5,0,NA,235.49,107.29,16
"732","HB3366",43.75,31.25,25,0,NA,157.16,75.95,16
"733","HB3367",93.75,6.25,0,0.1875,10.75,466,105.69,16
"734","HB3368",81.25,12.5,6.25,0,13,464.83,106.71,16
"735","HB3369",6.25,0,93.75,0.25,6.73333333333333,64.63,158.24,16
"736","HB3370",50,31.25,18.75,0.6875,6.8125,459.57,152.92,16
"737","HB3371",18.75,25,25,0.909090909090909,4.04545454545455,451.94,156.85,16
"738","HB3372",50,37.5,6.25,1.13333333333333,5.26666666666667,399.04,178.09,16
"739","HB3373",100,0,0,0,13,333.05,213.44,16
"740","HB3374",100,0,0,1.5,5.5,333.05,213.44,16
"741","HB3375",62.5,12.5,12.5,0.454545454545455,7.57142857142857,83.96,114.97,16
"742","HB3376",43.75,37.5,12.5,0.4,6.92857142857143,30.29,158.2,16
"743","HB3377",93.75,6.25,0,0.25,10.4375,24.3,167.12,16
"744","HB3378",50,31.25,12.5,1.13333333333333,2.83333333333333,18.16,175.4,16
"745","HB3379",18.75,12.5,31.25,0.727272727272727,6.81818181818182,231.34,208.36,16
"746","HB3380",12.5,18.75,62.5,0.666666666666667,5.3,212.49,196.29,16
"747","HB3381",25,6.25,43.75,0.333333333333333,9.5,212.49,196.29,16
"748","HB3382",75,0,0,3.125,2.0625,83.96,114.97,16
"749","HB3383",25,12.5,43.75,1.07692307692308,3.76923076923077,15.42,167.69,16
"750","HB3401",25,43.75,31.25,1,1,29.76,139.54,16
"751","HB3402",87.5,0,0,2,0,46.49,156.16,16
"752","HB3403",87.5,0,0,2.0625,0.09375,45.48,156.4,16
"753","HB3404",93.75,6.25,0,1,3.90909090909091,4.89,126.05,16
"754","HB3405",100,0,0,3.07692307692308,1.15384615384615,35.89,151.67,16
"755","HB3406",50,43.75,6.25,3.4375,2.5,26.99,110.54,16
"756","HB3407",43.75,6.25,50,3,4,0.99,220.28,16
"757","HB3408",87.5,0,6.25,2,1.09375,3.03,220.21,16
"758","HB3409",93.75,6.25,0,3.5625,1,6.82,220.91,16
"759","HB3410",100,0,0,NA,NA,41.91,100.12,16
"760","HB3411",100,0,0,NA,NA,31.27,134.33,16
"761","HB3412",87.5,12.5,0,NA,NA,31.27,134.33,16
"762","HB3413",25,75,0,NA,NA,31.27,134.33,16
"763","HB3414",43.75,37.5,18.75,0,10,471.65,126.65,16
"764","HB3415",100,0,0,3,NA,300.7,0,16
"765","HB3416",100,0,0,3,NA,300.7,0,16
"766","HB3417",100,0,0,NA,NA,176.74,81.76,16
"767","HB3418",100,0,0,NA,NA,176.74,81.76,16
"768","HB3419",75,12.5,12.5,NA,NA,176.74,81.76,16
"769","HB3420",50,25,25,NA,NA,176.74,81.76,16
"770","HB3421",37.5,18.75,43.75,NA,NA,265.95,14.49,16
"771","HB3422",18.75,6.25,75,4,1,26.71,108.14,16
"772","HB3423",100,0,0,6,0.272727272727273,26.71,108.14,16
"773","HB3424",93.75,0,6.25,NA,NA,26.71,108.14,16
"774","HB3425",81.25,18.75,0,3,2,26.71,108.14,16
"775","HB3426",68.75,18.75,0,4.78571428571429,1,26.71,108.14,16
"776","HB3427",37.5,25,37.5,1,1,26.71,108.14,16
"777","HB3428",43.75,37.5,18.75,1.25,3.1875,26.71,108.14,16
"778","HB3429",100,0,0,2,3,67.15,19,16
"779","HB3430",50,25,25,NA,NA,34.86,62.57,16
"780","HB3431",75,25,0,4,3,34.86,62.57,16
"781","HB3432",75,18.75,0,0,10,51.97,368.66,16
"782","HB3433",100,0,0,NA,NA,82.41,193.38,16
"783","HB3434",100,0,0,NA,NA,82.41,193.38,16
"784","HB3435",93.75,6.25,0,NA,NA,82.41,193.38,16
"785","HB3436",93.75,0,6.25,NA,NA,82.41,193.38,16
"786","HB3437",100,0,0,NA,NA,82.41,193.38,16
"787","HB3438",87.5,0,12.5,NA,NA,82.41,193.38,16
"788","HB3439",62.5,12.5,0,NA,NA,82.41,193.38,16
"789","HB3440",93.75,0,6.25,4,1,135.31,131.39,16
"790","HB3441",31.25,31.25,6.25,2.28571428571429,4.85714285714286,135.31,131.39,16
"791","HB3501",31.25,25,43.75,0.933333333333333,5.73333333333333,175.66,67.87,16
"792","HB3502",0,18.75,81.25,0,13,152.73,22.2,16
"793","HB3503",18.75,12.5,68.75,0.75,4.06666666666667,178.98,97.17,16
"794","HB3504",100,0,0,1.1875,5.25,165.17,72.82,16
"795","HB3505",93.75,6.25,0,1.375,5.125,158.5,73.13,16
"796","HB3506",100,0,0,2,1.125,136.58,41.64,16
"797","HB3507",37.5,18.75,43.75,0.9375,4.9375,124.3,45.59,16
"798","HB3508",31.25,0,62.5,1,5,215.81,52.05,16
"799","HB3509",93.75,0,6.25,0.875,5.75,193.36,59.91,16
"800","HB3510",100,0,0,4.4375,1.25,89.39,7.18,16
"801","HB3511",93.75,0,0,1,5,253.99,2.57,16
"802","HB3512",100,0,0,1,2.4375,251.84,2,16
"803","HB3513",18.75,0,81.25,4.25,3.25,109.38,62.92,16
"804","HB3514",62.5,0,12.5,3.66666666666667,0.75,122.46,50.89,16
"805","HB3515",62.5,6.25,0,5.7,1.4,21.26,135.34,16
"806","HB3516",68.75,0,31.25,2.125,2.6875,256.96,7.66,16
"807","HB3517",43.75,12.5,43.75,0.9375,3.125,160.63,29.2,16
"808","HB3518",25,12.5,50,3.78571428571429,2.71428571428571,117.52,174.3,16
"809","HB3519",68.75,0,0,0.636363636363636,4.40909090909091,28.25,166.98,16
"810","HB3520",68.75,6.25,25,2.8125,2.65625,230.64,6.69,16
"811","HB3521",68.75,0,0,2.6,2,242.53,12.7,16
"812","HB3522",81.25,12.5,0,1.3125,1.4375,239.88,17.85,16
"813","HB3523",6.25,6.25,81.25,1.3125,4.8125,249.54,6.18,16
"814","HB3524",93.75,0,6.25,0.9375,7.0625,260.69,12.28,16
"815","HB3525",50,6.25,25,1.84615384615385,2.46153846153846,100.22,184.59,16
"816","HB3526",100,0,0,2,0.9375,117.35,150.27,16
"817","HB3527",81.25,0,0,0.153846153846154,6.07692307692308,111.36,155.81,16
"818","HB3528",100,0,0,8,0.25,73.39,96.04,16
"819","HB3529",31.25,6.25,31.25,0,13,127.25,150.19,16
"820","HB3530",100,0,0,2,0.75,125.01,151.63,16
"821","HB3531",25,0,50,1.25,3.33333333333333,82.66,313.28,16
"822","HB3532",100,0,0,0.833333333333333,4.04166666666667,40.47,143.37,16
"823","HB3533",100,0,0,0.6875,5,23.28,126.03,16
"824","HB3534",75,0,25,4.0625,2.0625,37.56,140.17,16
"825","HB3535",75,6.25,0,2.23076923076923,3.42307692307692,27.65,130.43,16
"826","HB3536",68.75,31.25,0,0.625,6.15625,24.08,179.25,16
"827","HB3537",75,18.75,6.25,2,3.25,32.69,157.1,16
"828","HB3538",100,0,0,3.75,0.65625,117.24,150.37,16
"829","HB3539",93.75,6.25,0,2.375,2.78125,109.65,158.78,16
"830","HB3540",100,0,0,1.4375,0.5,52.2,214.72,16
"831","HB3541",100,0,0,4.4375,1,137.2,139.05,16
"832","HB4001",100,0,0,NA,NA,350.16,79.4,15
"833","HB4002",0,100,0,NA,NA,352.16,81.52,15
"834","HB4003",100,0,0,NA,NA,357.68,87.06,15
"835","HB4004",0,100,0,NA,NA,110.81,356.69,15
"836","HB4005",46.6666666666667,40,0,NA,NA,110.81,356.69,15
"837","HB4006",93.3333333333333,0,0,NA,NA,461.95,90.13,15
"838","HB4007",66.6666666666667,0,26.6666666666667,NA,NA,461.95,90.13,15
"839","HB4008",26.6666666666667,13.3333333333333,20,NA,NA,461.95,90.13,15
"840","HB4009",60,13.3333333333333,20,NA,NA,461.95,90.13,15
"841","HB4010",100,0,0,NA,NA,22.04,175.06,15
"842","HB4011",93.3333333333333,0,0,NA,NA,22.04,175.06,15
"843","HB4012",100,0,0,NA,NA,22.04,175.06,15
"844","HB4013",93.3333333333333,6.66666666666667,0,NA,NA,22.04,175.06,15
"845","HB4014",100,0,0,NA,NA,22.04,175.06,15
"846","HB4015",66.6666666666667,13.3333333333333,0,NA,NA,22.04,175.06,15
"847","HB4016",100,0,0,NA,NA,39.65,54.2,15
"848","HB4017",100,0,0,NA,NA,19,158.56,15
"849","HB4018",53.3333333333333,13.3333333333333,0,NA,NA,19,158.56,15
"850","HB4019",33.3333333333333,20,6.66666666666667,NA,NA,227.72,57.94,15
"851","HB4020",100,0,0,NA,NA,211.64,206.9,15
"852","HB4021",93.3333333333333,0,0,NA,NA,208.25,204.09,15
"853","HB4022",73.3333333333333,6.66666666666667,0,NA,NA,208.25,204.09,15
"854","HB4023",20,6.66666666666667,60,NA,NA,208.25,204.09,15
"855","HB4024",53.3333333333333,6.66666666666667,13.3333333333333,NA,NA,208.25,204.09,15
"856","HB4025",66.6666666666667,20,0,NA,NA,142.8,274.33,15
"857","HB4026",93.3333333333333,0,0,NA,NA,139.6,277.51,15
"858","HB4027",40,20,40,NA,NA,71.43,59.44,15
"859","HB4028",66.6666666666667,20,6.66666666666667,NA,NA,69.43,61.88,15
"860","HB4029",80,6.66666666666667,0,NA,NA,71.21,60.75,15
"861","HB4030",93.3333333333333,6.66666666666667,0,NA,NA,71.21,60.75,15
"862","HB4031",46.6666666666667,20,0,NA,NA,71.21,60.75,15
"863","HB4032",73.3333333333333,20,0,NA,NA,71.21,60.75,15
"864","HB4033",60,13.3333333333333,26.6666666666667,NA,NA,208.56,63.22,15
"865","HB4034",46.6666666666667,0,0,NA,NA,208.56,63.22,15
"866","HB4035",33.3333333333333,6.66666666666667,33.3333333333333,NA,NA,38.16,146.5,15
"867","HB4036",60,0,40,NA,NA,39.31,152.26,15
"868","HB4037",66.6666666666667,13.3333333333333,20,NA,NA,462.72,69.51,15
"869","HB4038",100,0,0,NA,NA,462.72,69.51,15
"870","HB4039",86.6666666666667,6.66666666666667,0,NA,NA,57.88,6.56,15
"871","HB4040",100,0,0,NA,NA,56.54,9.36,15
"872","HB4041",40,26.6666666666667,0,NA,NA,53.65,5.57,15
"873","HB4042",46.6666666666667,0,0,NA,NA,208.56,63.22,15
"874","HB4043",33.3333333333333,20,20,NA,NA,208.56,63.22,15
"875","HB4044",66.6666666666667,26.6666666666667,6.66666666666667,NA,NA,51.65,88.91,15
"876","HB4045",60,6.66666666666667,20,NA,NA,51.65,88.91,15
"877","HB4046",40,33.3333333333333,0,NA,NA,51.65,88.91,15
"878","HB4047",13.3333333333333,40,20,NA,NA,24.21,147.24,15
"879","HB4048",73.3333333333333,0,6.66666666666667,NA,NA,24.21,147.24,15
"880","HB4049",100,0,0,NA,NA,24.21,147.24,15
"881","HB4050",73.3333333333333,0,6.66666666666667,NA,NA,24.21,147.24,15
"882","HB4051",53.3333333333333,20,26.6666666666667,NA,NA,24.21,147.24,15
"883","HB4052",100,0,0,NA,NA,31.74,73.26,15
"884","HB4053",66.6666666666667,6.66666666666667,6.66666666666667,NA,NA,31.74,73.26,15
"885","HB4054",40,26.6666666666667,0,NA,NA,96.12,38.58,15
"886","HB4055",46.6666666666667,33.3333333333333,0,NA,NA,88.17,25.07,15
"887","HB4056",80,13.3333333333333,0,NA,NA,27.78,58.59,15
"888","HB4057",100,0,0,NA,NA,27.78,58.59,15
"889","HB4058",100,0,0,NA,NA,27.78,58.59,15
"890","HB4059",100,0,0,NA,NA,27.78,58.59,15
"891","HB4060",93.3333333333333,6.66666666666667,0,NA,NA,27.78,58.59,15
"892","HB4061",100,0,0,NA,NA,52.46,417.11,15
"893","HB4062",100,0,0,NA,NA,52.46,417.11,15
"894","HB4063",100,0,0,NA,NA,52.46,417.11,15
"895","HB4064",100,0,0,NA,NA,52.46,417.11,15
"896","HB4065",73.3333333333333,0,26.6666666666667,NA,NA,52.46,417.11,15
"897","HB4066",93.3333333333333,6.66666666666667,0,NA,NA,52.46,417.11,15
"898","HB4067",100,0,0,NA,NA,248.67,131.36,15
"899","HB4068",100,0,0,NA,NA,248.67,131.36,15
"900","HB4069",100,0,0,NA,NA,248.67,131.36,15
"901","HB4070",100,0,0,NA,NA,248.67,131.36,15
"902","HB4071",100,0,0,NA,NA,248.67,131.36,15
"903","HB4072",66.6666666666667,0,0,NA,NA,248.67,131.36,15
"904","HB4073",0,13.3333333333333,60,NA,NA,248.67,131.36,15
"905","HB4074",13.3333333333333,6.66666666666667,80,NA,NA,193.68,190.61,15
"906","HB4075",53.3333333333333,13.3333333333333,33.3333333333333,NA,NA,193.68,190.61,15
"907","HB4076",60,13.3333333333333,13.3333333333333,NA,NA,193.68,190.61,15
"908","HB4077",66.6666666666667,13.3333333333333,0,NA,NA,193.68,190.61,15
"909","HB4078",66.6666666666667,20,0,NA,NA,435.12,78.84,15
"910","HB4079",46.6666666666667,0,53.3333333333333,NA,NA,435.12,78.84,15
"911","HB4080",60,6.66666666666667,26.6666666666667,NA,NA,435.12,78.84,15
"912","HB4081",66.6666666666667,20,0,NA,NA,435.12,78.84,15
"913","HB4082",100,0,0,NA,NA,29.89,92.29,15
"914","HB4083",46.6666666666667,0,33.3333333333333,NA,NA,29.89,92.29,15
"915","HB4084",100,0,0,NA,NA,29.89,92.29,15
"916","HB4085",86.6666666666667,6.66666666666667,0,NA,NA,72.45,356.37,15
"917","HB4086",40,13.3333333333333,26.6666666666667,NA,NA,72.45,356.37,15
"918","HB4087",20,6.66666666666667,60,NA,NA,133.45,77.64,15
"919","HB4088",26.6666666666667,26.6666666666667,13.3333333333333,NA,NA,133.45,77.64,15
"920","HB4089",100,0,0,NA,NA,133.45,77.64,15
"921","HB4090",66.6666666666667,6.66666666666667,0,NA,NA,133.45,77.64,15
"922","HB4091",40,6.66666666666667,46.6666666666667,NA,NA,133.45,77.64,15
"923","HB4092",86.6666666666667,13.3333333333333,0,NA,NA,132.63,73.98,15
"924","HB4093",100,0,0,NA,NA,132.63,73.98,15
"925","HB4094",100,0,0,NA,NA,132.63,73.98,15
"926","HB4095",100,0,0,NA,NA,132.63,73.98,15
"927","HB4096",60,13.3333333333333,0,NA,NA,132.63,73.98,15
"928","HB4097",100,0,0,NA,NA,186.85,85.35,15
"929","HB4098",100,0,0,NA,NA,186.85,85.35,15
"930","HB4099",73.3333333333333,0,13.3333333333333,NA,NA,186.85,85.35,15
"931","HB4100",0,13.3333333333333,86.6666666666667,NA,NA,186.85,85.35,15
"932","HB4101",66.6666666666667,13.3333333333333,6.66666666666667,NA,NA,186.85,85.35,15
"933","HB4102",53.3333333333333,0,40,NA,NA,186.85,85.35,15
"934","HB4103",60,6.66666666666667,33.3333333333333,NA,NA,49.9,162.75,15
"935","HB4104",40,20,0,NA,NA,49.9,162.75,15
"936","HB4105",93.3333333333333,6.66666666666667,0,NA,NA,195.56,7,15
"937","HB4106",100,0,0,NA,NA,195.56,7,15
"938","HB4201",37.5,31.25,6.25,1.2,3.5,44.58,162.17,16
"939","HB4202",68.75,6.25,0,0.1875,3.66666666666667,78.05,121.17,16
"940","HB4203",87.5,12.5,0,0.625,4.85714285714286,22.48,144.85,16
