"","ID","RestPct","MovingPct","FeedingPct","AvgNumNN","AvgDistNN","RivDist","AnthDist","nObs"
"184","HB1334",62.5,12.5,12.5,0,7.71428571428571,120.42,127.28,16
"185","HB1335",31.25,6.25,62.5,0.5625,8,143.41,103.68,16
"186","HB1337",12.5,37.5,25,NA,NA,77.16,175.82,16
"187","HB1338",68.75,12.5,0,0,13,48.35,129.57,16
"188","HB1339",68.75,18.75,12.5,0.9375,1.75,48.35,129.57,16
"189","HB1340",100,0,0,0.9375,1.75,98.09,86.5,16
"190","HB1341",100,0,0,1,0,98.09,86.5,16
"191","HB1346",93.75,6.25,0,3.625,1.25,132.08,118.41,16
"192","HB1347",87.5,6.25,0,4.33333333333333,1.9,136.66,116.65,16
"193","HB1348",93.75,6.25,0,0.5,9.3125,174.03,128.31,16
"194","HB1349",68.75,12.5,12.5,2.5,0.6875,83.85,189.83,16
"195","HB1350",50,18.75,25,1.66666666666667,4,59.96,173.47,16
"196","HB1351",100,0,0,2,2,78.5,194.55,16
"197","HB1352",81.25,6.25,0,0.928571428571429,1.57142857142857,66.9,179.77,16
"198","HB1356",100,0,0,0,NA,182.79,62.69,16
"199","HB1357",100,0,0,0,13,34.07,213.42,16
"200","HB1358",100,0,0,1,4.4375,36.71,161.52,16
"201","HB1359",68.75,0,0,4.09090909090909,0,36.71,161.52,16
"202","HB1360",87.5,0,0,0,11.5714285714286,78.35,195.86,16
"203","HB1361",93.75,6.25,0,1.875,4.84375,71.37,186.87,16
"204","HB1362",12.5,0,87.5,0.1875,10.125,107.31,169.54,16
"205","HB1363",100,0,0,1,0,106.99,169.83,16
"206","HB1364",100,0,0,1,0.75,107,169.78,16
"207","HB1365",100,0,0,0,13,111.43,164.93,16
"208","HB1366",93.75,0,0,1.26666666666667,0.533333333333333,116.56,159.71,16
"209","HB1367",18.75,37.5,37.5,NA,NA,87.56,143.01,16
"210","HB1369",18.75,18.75,56.25,4.33333333333333,1.6,90.47,3.71,16
"211","HB1370",25,18.75,43.75,1.92857142857143,2.28571428571429,67.53,21.29,16
"212","HB1371",75,6.25,0,3.84615384615385,0.576923076923077,103.11,2.22,16
"213","HB1372",81.25,6.25,0,1.57142857142857,1.03571428571429,121.09,47.01,16
"214","HB1373",100,0,0,1,4.3125,255.69,0.74,16
"215","HB1374",68.75,0,0,1,1,253.44,0.94,16
"216","HB1375",100,0,0,0.625,4.125,253.41,0.57,16
"217","HB1376",100,0,0,1,3,268.21,10.25,16
"218","HB1377",56.25,12.5,6.25,0,13,42.7,63.6,16
"219","HB1379",68.75,12.5,0,0.461538461538462,7.65384615384615,31.54,85.4,16
"220","HB1380",81.25,18.75,0,4.3125,1.25,156.89,6.63,16
"221","HB1381",12.5,25,62.5,0.5,9.25,159.71,5.08,16
"222","HB1382",0,18.75,75,0.533333333333333,7.06666666666667,254.04,1.39,16
"223","HB1383",56.25,0,37.5,1.4,4,254.04,1.39,16
"224","HB1384",100,0,0,1.1875,2.5,255.79,4.05,16
"225","HB1385",100,0,0,0,NA,159.78,1.45,16
"226","HB1386",93.75,0,0,0,13,20.72,200.66,16
"227","HB1387",37.5,6.25,43.75,0.428571428571429,8.5,20.72,200.66,16
"228","HB1388",81.25,6.25,0,0.142857142857143,9.21428571428571,27.23,168.35,16
"229","HB1389",100,0,0,0.375,6.9375,27.23,168.35,16
"230","HB1391",100,0,0,0,13,392.12,96.25,16
"231","HB1392",93.75,6.25,0,2.375,2.40625,387.43,97.82,16
"232","HB1393",87.5,0,0,0.928571428571429,3.35714285714286,130.15,146.1,16
"233","HB1394",75,6.25,0,1.61538461538462,0.461538461538462,128.76,147.5,16
"234","HB1395",68.75,18.75,0,1.92307692307692,0.807692307692308,125.79,121.67,16
"235","HB1396",18.75,37.5,18.75,1.33333333333333,4.83333333333333,107.75,171.42,16
"236","HB1397",93.75,6.25,0,1,0.28125,119.01,149.27,16
"237","HB1398",75,0,0,0,13,120.28,148.09,16
"238","HB1399",31.25,0,56.25,1.21428571428571,4.57142857142857,119.45,157.22,16
"239","HB1400",100,0,0,NA,NA,118.52,159.18,16
"240","HB1401",93.75,0,6.25,0,NA,33.64,136.94,16
"241","HB1402",100,0,0,0,NA,25.92,128.87,16
"242","HB1403",100,0,0,0,13,37.51,144.91,16
"243","HB1404",100,0,0,0.866666666666667,4.46666666666667,39.56,146.45,16
"244","HB1405",100,0,0,1.3125,1.5,38.86,146.19,16
"245","HB1406",93.75,0,0,0,13,35.81,141.91,16
"246","HB1407",100,0,0,0.1875,10.3125,33.27,136.29,16
"247","HB1409",100,0,0,0.5625,3.6875,42.83,145.64,16
"248","HB1410",100,0,0,0.9375,5.75,42.83,145.64,16
"249","HB1411",100,0,0,1.125,4.6875,42.92,145.68,16
"250","HB1412",93.75,6.25,0,1.875,0.375,31.73,134.71,16
"251","HB1413",81.25,18.75,0,0.5625,4.3125,32.88,69.19,16
"252","HB1414",50,18.75,0,0.636363636363636,6.63636363636364,16.98,83.68,16
"253","HB1417",93.75,6.25,0,1.125,0.625,25.23,140.83,16
"254","HB1418",75,12.5,0,0.928571428571429,4.39285714285714,26.22,140.24,16
"255","HB1419",62.5,6.25,18.75,0.642857142857143,5.64285714285714,27.47,160.86,16
"256","HB1420",37.5,12.5,25,0,10.25,27.18,153.15,16
"257","HB1421",93.75,6.25,0,1.75,2.5625,27.1,152.38,16
"258","HB1422",93.75,0,0,2,0.133333333333333,38.55,128.63,16
"259","HB1424",100,0,0,1.5,2.28125,117.97,150.42,16
"260","HB1425",100,0,0,1,0,117.8,150.54,16
"261","HB1426",50,12.5,37.5,0.4375,10.375,117.8,150.54,16
"262","HB1427",12.5,12.5,43.75,0.272727272727273,7.09090909090909,117.8,150.54,16
"263","HB1428",100,0,0,1,2,41.21,225.94,16
"264","HB1429",100,0,0,1,2,39.45,227.91,16
"265","HB1430",100,0,0,0,11.25,398.25,120.68,16
"266","HB1431",75,12.5,12.5,0,13,418.96,137.02,16
"267","HB1432",18.75,37.5,37.5,1,3.4,365.99,186.51,16
"268","HB1433",81.25,0,12.5,1.2,2.3,114.1,53.48,16
"269","HB1434",100,0,0,3,0.28125,112.55,54.82,16
"270","HB1435",100,0,0,0.375,7.625,121.08,47.55,16
"271","HB1436",68.75,6.25,25,0.9375,2.46875,121.24,47.35,16
"272","HB1437",100,0,0,2,1.8125,133.04,38.83,16
"273","HB1438",100,0,0,1.6875,0.5,125.61,44.11,16
"274","HB1439",31.25,31.25,31.25,1.66666666666667,2.56666666666667,82.18,3.79,16
"275","HB1440",75,0,25,0.4375,8.0625,86.84,41.7,16
"276","HB1441",50,31.25,12.5,0.4,9.33333333333333,86.55,41,16
"277","HB1442",12.5,12.5,31.25,0.818181818181818,7.54545454545455,114.37,77.54,16
"278","HB1443",87.5,0,12.5,1.6875,0.46875,109.83,91.48,16
"279","HB1444",100,0,0,1.8125,3,70.49,80.86,16
"280","HB1445",75,0,6.25,1.35714285714286,5.10714285714286,73.66,91.37,16
"281","HB1446",25,25,31.25,0.384615384615385,8.15384615384615,116.46,60,16
"282","HB1447",68.75,6.25,18.75,0.8,6.73333333333333,153.09,127.3,16
"283","HB1448",100,0,0,2.125,1.9375,92.59,69.08,16
"284","HB1449",12.5,0,62.5,0,13,98.77,379.52,16
"285","HB1450",100,0,0,0.5625,6.28125,29.11,165.12,16
"286","HB1451",100,0,0,1,2,22.28,152.24,16
"287","HB1452",37.5,18.75,37.5,0.714285714285714,8.14285714285714,82.41,193.38,16
"288","HB1453",50,18.75,18.75,1,7.28571428571429,68.13,209.63,16
"289","HB1454",93.75,6.25,0,NA,NA,205.77,82.76,16
"290","HB1455",18.75,6.25,68.75,NA,NA,157.49,131.21,16
"291","HB1456",81.25,18.75,0,0.3125,7.4375,83.24,365,16
"292","HB1457",100,0,0,0.375,9.375,417.02,179.77,16
"293","HB1458",100,0,0,1,1.46875,371.71,196.83,16
"294","HB1459",18.75,25,25,0.272727272727273,8.95454545454546,230.87,286.25,16
"295","HB1460",87.5,6.25,0,0.133333333333333,6.8,57.83,354.2,16
"296","HB1461",0,75,6.25,1,0.923076923076923,42.09,105.28,16
"297","HB1462",37.5,31.25,31.25,0.533333333333333,6.86666666666667,57.84,111.4,16
"298","HB1463",12.5,43.75,6.25,0.875,3.5625,57.37,124.87,16
"299","HB1464",56.25,12.5,31.25,0.1875,10.3125,47.69,146.1,16
"300","HB1465",56.25,25,0,1.92307692307692,1.19230769230769,46.3,136.47,16
"301","HB1466",75,12.5,12.5,1.9375,1,18.95,155.65,16
"302","HB1467",43.75,43.75,12.5,1.26666666666667,3.63333333333333,55.55,169.14,16
"303","HB1468",31.25,37.5,0,1.45454545454545,0.818181818181818,45.32,149.02,16
"304","HB1469",93.75,6.25,0,0.625,5.34375,81.55,68.08,16
"305","HB1470",68.75,6.25,25,2.1875,2.28125,37.57,137.86,16
"306","HB1471",31.25,18.75,50,NA,NA,424.79,132.8,16
"307","HB1472",37.5,12.5,18.75,0.363636363636364,6.09090909090909,484.55,124.37,16
"308","HB1473",100,0,0,NA,NA,424.79,132.8,16
"309","HB1474",56.25,0,43.75,NA,NA,424.79,132.8,16
"310","HB1475",81.25,18.75,0,NA,NA,424.79,132.8,16
"311","HB1476",100,0,0,NA,NA,157.49,131.21,16
"312","HB1477",93.75,6.25,0,NA,NA,157.49,131.21,16
"313","HB2001",75,0,18.75,1.3125,3.66666666666667,48.25,294.73,16
"314","HB2002",50,18.75,12.5,4.38461538461539,2.61538461538462,57.47,331.77,16
"315","HB2003",87.5,0,12.5,2.375,1.84375,51.98,327.06,16
"316","HB2004",81.25,0,12.5,2.06666666666667,0.933333333333333,68.2,378.28,16
"317","HB2005",81.25,6.25,6.25,1.125,2.5,51.55,291.26,16
"318","HB2006",56.25,18.75,6.25,2.08333333333333,3.41666666666667,472.77,127.74,16
"319","HB2007",31.25,37.5,0,3.07142857142857,1.07142857142857,388.14,109.5,16
"320","HB2008",100,0,0,1,0.59375,239.85,57.25,16
"321","HB2009",81.25,0,6.25,2.33333333333333,4.83333333333333,231.64,55.8,16
"322","HB2010",87.5,0,12.5,1.57142857142857,5.75,229.19,54.13,16
"323","HB2011",81.25,6.25,6.25,2,1.28571428571429,229.44,55.69,16
"324","HB2012",100,0,0,1.375,0.5,230.42,56.01,16
"325","HB2013",68.75,0,31.25,2,3.26923076923077,231.7,57.19,16
"326","HB2014",56.25,0,43.75,1.81818181818182,4.85714285714286,232.77,57.83,16
"327","HB2015",87.5,6.25,6.25,2,0.53125,130.51,30.33,16
"328","HB2016",100,0,0,1,2,127.63,33.12,16
"329","HB2017",87.5,12.5,0,NA,NA,127.87,32.87,16
"330","HB2018",75,0,0,NA,NA,108.48,95.55,16
"331","HB2019",43.75,18.75,25,3.15384615384615,2.30769230769231,71.58,141.95,16
"332","HB2020",25,12.5,37.5,1.71428571428571,4,67.8,146.94,16
"333","HB2021",50,31.25,6.25,2.30769230769231,2.5,100.93,84.85,16
"334","HB2022",100,0,0,7.8125,0.1875,14.78,168.32,16
"335","HB2023",100,0,0,5.3125,0.5,22.72,162.61,16
"336","HB2024",31.25,25,31.25,2.42857142857143,3.21428571428571,25.21,165.24,16
"337","HB2025",25,6.25,43.75,3.08333333333333,2.70833333333333,78.99,221.59,16
"338","HB2026",68.75,6.25,18.75,2.375,1.625,94,243.56,16
"339","HB2027",37.5,18.75,31.25,1.30769230769231,6.25,103.91,256.05,16
"340","HB2028",100,0,0,1.5625,1.6875,74.37,223.63,16
"341","HB2029",93.75,0,6.25,2.625,0.46875,93.2,241.33,16
"342","HB2030",6.25,0,93.75,2.8125,2.59375,90.95,238.11,16
"343","HB2031",62.5,12.5,0,2.4,4.125,66.07,216.49,16
"344","HB2032",87.5,0,0,8.3125,0.375,56.76,290.81,16
"345","HB2033",37.5,18.75,12.5,3.54545454545455,1.36363636363636,57.05,289.61,16
"346","HB2034",25,6.25,37.5,3.2,4.04166666666667,81.62,215.09,16
"347","HB2035",100,0,0,3.6875,0.71875,93.36,243.14,16
"348","HB2036",100,0,0,5.5,2.25,85.86,218.51,16
"349","HB2037",100,0,0,4.3125,0.5,79.38,213.79,16
"350","HB2038",18.75,6.25,43.75,4.83333333333333,0.916666666666667,90.89,237.74,16
"351","HB2039",0,25,43.75,2.54545454545455,1.81818181818182,32.8,63.94,16
"352","HB2040",100,0,0,2.92857142857143,3.28125,23.34,183.37,16
"353","HB2041",100,0,0,3,0.65625,28.03,162.99,16
"354","HB2042",87.5,12.5,0,1,7.57692307692308,217.89,200.38,16
"355","HB2043",93.75,0,0,2.23076923076923,2.90625,23.91,175.63,16
"356","HB2044",100,0,0,1.5625,3.4375,24.01,182.77,16
"357","HB2045",100,0,0,NA,NA,35.78,77.9,16
"358","HB2046",0,31.25,50,3,4.57692307692308,121.29,124.22,16
"359","HB2047",87.5,6.25,0,1.4,6.46666666666667,138.92,206.98,16
"360","HB2048",93.75,6.25,0,1,4.53125,140.99,207.21,16
"361","HB2049",100,0,0,NA,NA,142.27,206.7,16
"362","HB2050",100,0,0,NA,NA,141.44,207.44,16
"363","HB2051",25,12.5,37.5,NA,2.75,114.62,8.77,16
"364","HB2052",31.25,0,37.5,NA,4.1,155.76,5.53,16
"365","HB2053",100,0,0,NA,3,92.31,7.12,16
"366","HB2054",81.25,0,0,NA,4,92.31,7.12,16
"367","HB2055",43.75,18.75,0,NA,4.18181818181818,43.08,93.56,16
"368","HB2056",100,0,0,NA,5.8125,130.25,146.21,16
"369","HB2057",100,0,0,NA,5.375,130.25,146.21,16
"370","HB2058",37.5,18.75,18.75,NA,10,37.47,247.35,16
"371","HB2059",87.5,0,12.5,NA,5.625,37.47,247.35,16
"372","HB2060",93.75,0,6.25,NA,4.25,37.47,247.35,16
"373","HB2061",100,0,0,NA,0.1875,37.47,247.35,16
"374","HB2062",56.25,12.5,31.25,NA,2.0625,37.47,247.35,16
"375","HB2063",87.5,6.25,0,NA,1.4375,96.94,223.58,16
"376","HB2201",31.25,6.25,0,1.81818181818182,1.45454545454545,158.28,226.32,16
"377","HB2202",31.25,31.25,6.25,1.6,5,17.18,146.32,16
"378","HB2203",100,0,0,0,NA,176.94,216.77,16
"379","HB2204",37.5,18.75,25,0.357142857142857,6.16666666666667,78.23,118.62,16
"380","HB2205",43.75,0,0,0.166666666666667,10,93.65,16.18,16
"381","HB2206",100,0,0,3,2.78571428571429,92.73,17.33,16
"382","HB2207",100,0,0,2.8125,0.03125,92.34,17.84,16
"383","HB2208",100,0,0,4,0.03125,89.77,18.97,16
"384","HB2209",100,0,0,0.6875,0,92.55,54.48,16
"385","HB2210",81.25,12.5,0,3.625,1.8,184.03,221.32,16
"386","HB2211",100,0,0,2.9375,0.6,183.32,223.17,16
"387","HB2212",62.5,6.25,18.75,1.13333333333333,1.95,49.71,149.82,16
"388","HB2213",75,6.25,6.25,0.0625,2,81.39,117.85,16
"389","HB2215",87.5,0,6.25,0,NA,94.69,137.93,16
"390","HB2216",75,0,0,0.545454545454545,2.2,94.36,134.3,16
"391","HB2217",31.25,62.5,6.25,2.875,1.40625,100.54,135.14,16
"392","HB2218",93.75,6.25,0,1.83333333333333,3.54545454545455,96.4,136.56,16
"393","HB2219",62.5,6.25,0,0.272727272727273,8,95.94,131.46,16
"394","HB2220",100,0,0,2.0625,0.84375,30.4,238.43,16
"395","HB2221",100,0,0,0.75,4.09090909090909,31.11,247.58,16
"396","HB2222",75,6.25,0,2.07692307692308,0,27.92,85.59,16
"397","HB2223",31.25,18.75,18.75,0.181818181818182,2.5,34.42,61.09,16
"398","HB2224",93.75,6.25,0,1,2.21875,81.21,174.12,16
"399","HB2225",100,0,0,1,0,90.91,180.04,16
"400","HB2226",56.25,31.25,0,2.08333333333333,1.125,25.13,79.28,16
"401","HB2227",50,18.75,12.5,1,1.95,27.82,78.71,16
"402","HB2228",100,0,0,2,0,156.61,111.21,16
"403","HB2229",43.75,25,18.75,1.57142857142857,1.42307692307692,165.39,100.7,16
"404","HB2230",37.5,18.75,12.5,0.538461538461538,1,114.23,127.95,16
"405","HB2231",62.5,12.5,0,1.90909090909091,0.75,90.71,191.55,16
"406","HB2232",87.5,6.25,0,1,1.07692307692308,89.94,191.06,16
"407","HB2233",100,0,0,2.125,0.84375,93.34,194.47,16
"408","HB2234",37.5,37.5,6.25,1,2.75,38.77,56.32,16
"409","HB2235",62.5,12.5,25,0.125,2,28.18,93.53,16
"410","HB2236",100,0,0,1,5,25.43,134.42,16
"411","HB2237",43.75,6.25,37.5,2.07142857142857,2.91666666666667,14.17,117.01,16
"412","HB2238",87.5,0,12.5,0,NA,22.72,85.99,16
"413","HB2239",68.75,6.25,0,0.8125,2.875,43.41,339.38,16
"414","HB2240",62.5,18.75,0,1,4.44444444444444,33.82,347.37,16
"415","HB2241",81.25,0,0,1,5,30.74,350.37,16
"416","HB2242",68.75,6.25,0,2.27272727272727,1.18181818181818,53.75,299.65,16
"417","HB2243",75,0,0,2.5,1,73.17,289.07,16
"418","HB2244",100,0,0,3,0.5,108.98,60.02,16
"419","HB2245",68.75,6.25,6.25,2.14285714285714,1.18181818181818,109.81,58.75,16
"420","HB2246",12.5,37.5,18.75,2,0.5,75.09,13.05,16
"421","HB2247",56.25,12.5,0,1.18181818181818,1.75,3.82,86.85,16
"422","HB2248",93.75,0,0,3.8,0.5,38.66,148.98,16
"423","HB2249",37.5,25,18.75,0.307692307692308,5.5,57.95,289.71,16
"424","HB2250",31.25,37.5,18.75,0.1875,0,234.24,106.96,16
"425","HB2251",81.25,0,0,0.769230769230769,4.68181818181818,228.44,150.67,16
"426","HB2252",75,6.25,0,1.38461538461538,4.96153846153846,225.43,163.77,16
"427","HB2253",75,18.75,0,0.25,9.44444444444444,35.46,76.58,16
"428","HB2254",68.75,6.25,6.25,1.2,2.03846153846154,79.68,66.89,16
"429","HB2255",100,0,0,0.9375,4.25,50.15,290.18,16
"430","HB3001",93.75,0,0,1,0.533333333333333,31.92,168.57,16
"431","HB3002",93.75,0,0,1.66666666666667,0,35.24,164.96,16
"432","HB3003",87.5,6.25,0,1.6,2.9,31.74,168.73,16
"433","HB3004",93.75,0,0,0,13,58.85,378.1,16
"434","HB3005",0,0,0,NA,NA,46.23,395.25,1
"435","HB3006",52.9411764705882,11.7647058823529,5.88235294117647,0.75,4.66666666666667,60.8841176470588,387.645294117647,17
"436","HB3007",88.2352941176471,0,5.88235294117647,0,6,91.4723529411765,201.141764705882,17
"437","HB3008",82.3529411764706,0,11.7647058823529,4.3125,1.90625,121.14,286.17,17
"438","HB3009",70.5882352941177,5.88235294117647,5.88235294117647,6.06666666666667,0.633333333333333,109.298235294118,298.986470588235,17
"439","HB3010",64.7058823529412,5.88235294117647,0,0,6,55.1805882352941,308.972352941176,17
"440","HB3011",23.5294117647059,23.5294117647059,17.6470588235294,0.818181818181818,4.72727272727273,28.9029411764706,210.111176470588,17
"441","HB3012",58.8235294117647,11.7647058823529,5.88235294117647,0.307692307692308,11.2307692307692,56.7052941176471,338.722941176471,17
"442","HB3013",41.1764705882353,23.5294117647059,23.5294117647059,0.0833333333333333,7.5,160.77,105.39,17
"443","HB3014",52.9411764705882,5.88235294117647,35.2941176470588,2.375,2.375,155.91,106.38,17
"444","HB3015",76.4705882352941,0,17.6470588235294,0.0625,10.0625,181.14,118.56,17
"445","HB3016",94.1176470588235,0,0,1,1.125,150.21,108.07,17
"446","HB3017",94.1176470588235,0,0,1,1.125,147.77,110.72,17
"447","HB3018",88.2352941176471,0,0,0.2,6.60714285714286,143.82,119.41,17
"448","HB3019",58.8235294117647,11.7647058823529,5.88235294117647,1.42857142857143,3.71428571428571,161.63,70.58,17
"449","HB3020",23.5294117647059,35.2941176470588,35.2941176470588,2,2.75,177.52,42.55,17
"450","HB3021",56.25,31.25,6.25,1.93333333333333,1.60714285714286,131.99,34,16
"451","HB3022",18.75,37.5,6.25,4.81818181818182,1.81818181818182,38.56,97.73,16
"452","HB3023",93.75,0,0,0.6,3.66666666666667,117.82,84.9,16
"453","HB3024",6.25,6.25,62.5,1.25,4.25,116,89.05,16
"454","HB3025",12.5,31.25,50,1.33333333333333,4.2,78.21,147.69,16
"455","HB3026",50,6.25,37.5,1.13333333333333,3.86666666666667,84.95,191.91,16
"456","HB3027",62.5,6.25,25,0,NA,153.6,71.45,16
"457","HB3028",75,12.5,0,0,NA,54.12,312.24,16
"458","HB3029",25,31.25,18.75,1.5,0,55.91,296.83,16
"459","HB3030",37.5,12.5,18.75,1.27272727272727,4.63636363636364,65,5.76,16
"460","HB3031",93.75,0,0,2,0.5,110.76,92.57,16
"461","HB3032",62.5,6.25,12.5,1.84615384615385,0.269230769230769,114.03,87.68,16
"462","HB3033",18.75,12.5,31.25,4.7,1.7,94.08,102.28,16
"463","HB3034",68.75,0,12.5,0.846153846153846,5,38.43,59.07,16
"464","HB3035",93.75,0,0,0.8,6.46666666666667,41.8,59.95,16
"465","HB3036",93.75,0,0,1,3,45.36,57.45,16
"466","HB3037",62.5,31.25,0,1,7.16666666666667,236.05,131.17,16
"467","HB3038",62.5,6.25,25,1.93333333333333,3.86666666666667,117.07,100.71,16
"468","HB3039",56.25,6.25,12.5,1.16666666666667,3.83333333333333,156.5,73.21,16
"469","HB3040",87.5,0,0,3,1.85714285714286,157.76,3.64,16
"470","HB3041",93.75,0,0,2,0,148.75,12.33,16
"471","HB3042",56.25,0,0,0.454545454545455,7.18181818181818,229.53,152.08,16
"472","HB3043",25,25,43.75,0.466666666666667,7.23333333333333,231.66,167.07,16
"473","HB3044",93.75,0,0,1,0,93.96,102.38,16
"474","HB3045",62.5,6.25,18.75,0.428571428571429,7.21428571428571,85.26,111.09,16
"475","HB3046",31.25,25,37.5,1.26666666666667,4.1,114.57,80.4,16
"476","HB3047",68.75,6.25,18.75,0,12.6666666666667,100.1,91.94,16
"477","HB3048",31.25,25,18.75,1.75,2.08333333333333,216.79,121.74,16
"478","HB3049",93.75,0,0,7.53333333333333,1.4,26.53,156.85,16
"479","HB3050",87.5,6.25,0,0.333333333333333,5.73333333333333,26.91,157.2,16
"480","HB3051",31.25,12.5,43.75,0.714285714285714,6.07142857142857,73.62,192.57,16
"481","HB3052",93.75,0,0,5.2,0,63.32,186.15,16
"482","HB3053",93.75,0,0,3.13333333333333,1.26666666666667,61.28,179.44,16
"483","HB3054",56.25,6.25,0,2.8,1.2,59.61,164.68,16
"484","HB3055",37.5,12.5,25,2.16666666666667,4.08333333333333,59.61,164.68,16
"485","HB3056",50,18.75,12.5,0.461538461538462,6.23076923076923,64.78,164.06,16
"486","HB3057",68.75,6.25,12.5,1,3.07142857142857,137.79,358.94,16
"487","HB3058",62.5,18.75,0,1.84615384615385,2.30769230769231,106.91,186.74,16
"488","HB3059",56.25,12.5,12.5,1.53846153846154,2.61538461538462,93.36,177.28,16
"489","HB3060",31.25,18.75,25,0.833333333333333,3.66666666666667,51.42,192.85,16
"490","HB3061",93.75,0,0,1,2,39.09,50.27,16
"491","HB3062",93.75,0,0,1,6.73333333333333,37.87,55.67,16
"492","HB3063",87.5,12.5,0,0.1875,9.375,114.98,210.83,16
"493","HB3064",18.75,12.5,56.25,1.28571428571429,4,96.87,223.41,16
"494","HB3065",56.25,18.75,0,1.33333333333333,0.833333333333333,91.11,220.42,16
"495","HB3066",100,0,0,4,0,37.29,63.26,16
"496","HB3067",100,0,0,4,0,40.07,60.24,16
"497","HB3068",93.75,6.25,0,2.5625,3.625,34.61,62.52,16
"498","HB3069",100,0,0,0,NA,78.21,225.09,16
"499","HB3070",75,12.5,12.5,1.1875,1.1875,168.08,327.68,16
"500","HB3071",81.25,6.25,12.5,1.8125,5.25,84.92,186.5,16
"501","HB3072",37.5,12.5,31.25,1.46153846153846,3.61538461538462,68.26,165.25,16
"502","HB3073",12.5,18.75,56.25,0.857142857142857,5.5,63.36,153.79,16
"503","HB3074",68.75,25,0,0.333333333333333,5.66666666666667,19.66,117.78,16
"504","HB3075",100,0,0,0,NA,34.73,54.33,16
"505","HB3076",75,25,0,0.375,5.5625,31.59,118.87,16
"506","HB3077",62.5,31.25,0,1.4,1.96666666666667,31.5,68.49,16
"507","HB3078",100,0,0,1.875,1.75,490.88,114.91,16
"508","HB3079",18.75,12.5,37.5,3.6,1.4,465.86,111.54,16
"509","HB3080",62.5,0,12.5,2.08333333333333,1.375,459.25,111.44,16
"510","HB3081",50,25,25,3.1875,0.9375,456.46,95.24,16
"511","HB3082",6.25,12.5,81.25,0,NA,155.11,72.99,16
"512","HB3083",25,0,62.5,0.571428571428571,3.78571428571429,45.17,299.52,16
"513","HB3084",37.5,12.5,25,0,7.45454545454545,47.66,135.76,16
"514","HB3085",75,6.25,18.75,0.4375,5.5,56.88,143.73,16
"515","HB3086",100,0,0,1,5,52.9,140.98,16
"516","HB3087",100,0,0,1,0.96875,51.51,139.45,16
"517","HB3088",62.5,0,18.75,0,7.23076923076923,57.88,145.89,16
"518","HB3089",37.5,18.75,18.75,1.16666666666667,1.875,225.54,73.34,16
"519","HB3090",75,25,0,1.3125,6.625,91.87,109.69,16
"520","HB3091",100,0,0,1,2.375,151.21,61.36,16
"521","HB3092",100,0,0,1,2,154.77,58.36,16
"522","HB3093",6.25,12.5,81.25,2.75,1.59375,123.37,76.64,16
"523","HB3094",68.75,6.25,6.25,0,11.6923076923077,100.84,98.32,16
"524","HB3095",18.75,18.75,56.25,1.4,3.26666666666667,126.87,72.22,16
"525","HB3096",93.75,6.25,0,0,13,84.19,115.99,16
"526","HB3097",100,0,0,0,13,73.17,128.66,16
"527","HB3098",100,0,0,1,1,125.84,75.83,16
"528","HB3099",37.5,18.75,25,3.53846153846154,0.846153846153846,105.94,91.14,16
"529","HB3100",93.75,0,0,1,1.13333333333333,123.65,57.7,16
"530","HB3101",50,37.5,6.25,0.466666666666667,5.8,121.05,57.06,16
"531","HB3102",18.75,18.75,56.25,0.4,8.13333333333333,90.53,110.25,16
"532","HB3103",31.25,6.25,62.5,0.8125,5.3125,126.8,72.87,16
"533","HB3104",100,0,0,3.5,3.3125,166.9,114.65,16
"534","HB3105",75,0,25,0.1875,11.75,84.69,121.57,16
"535","HB3106",100,0,0,3,1,78.47,123.12,16
"536","HB3107",100,0,0,3,0.8125,77.99,123.75,16
"537","HB3108",100,0,0,2.875,0.5,77.71,123.98,16
"538","HB3109",100,0,0,2,0,54.78,144.08,16
"539","HB3110",87.5,12.5,0,1.5,1.375,54.71,144.36,16
"540","HB3111",81.25,12.5,6.25,2.0625,2.03125,197.33,24.46,16
"541","HB3112",100,0,0,2.8125,3.03125,191.81,21.38,16
"542","HB3113",100,0,0,1.25,0.6875,196.08,23.09,16
"543","HB3114",100,0,0,4.125,3.25,74.42,126.75,16
"544","HB3115",100,0,0,1,0.375,72.83,130.84,16
"545","HB3116",93.75,6.25,0,0.75,4.53125,40.41,70.47,16
"546","HB3117",100,0,0,1,0.125,38.4,75.88,16
"547","HB3118",81.25,6.25,0,1,0.214285714285714,40.76,73.2,16
"548","HB3119",81.25,6.25,0,0.928571428571429,6,44.38,98.72,16
"549","HB3120",100,0,0,0,NA,241.07,132.27,16
"550","HB3121",81.25,12.5,6.25,0,8.75,194.89,211.58,16
"551","HB3122",25,31.25,25,0.692307692307692,7.15384615384615,189.58,218.14,16
"552","HB3123",100,0,0,0,NA,258.41,144.34,16
"553","HB3124",100,0,0,1.0625,0.15625,488.7,100.65,16
"554","HB3125",68.75,12.5,0,1.46153846153846,0.961538461538462,490.24,98.37,16
"555","HB3126",31.25,0,56.25,1.14285714285714,5.78571428571429,488.64,117.52,16
"556","HB3127",100,0,0,2.4375,0.25,182.43,37.31,16
"557","HB3128",93.75,6.25,0,1.1875,0,181.52,39.12,16
"558","HB3129",81.25,12.5,0,2.26666666666667,2.43333333333333,109.25,211.44,16
